0,620,320,800,600
1,120,380,800,600
2,640,440,800,600
3,800,580,800,600
4,500,260,800,600
5,20,240,800,600
6,60,40,800,600
7,560,480,800,600
8,540,340,800,600
9,100,500,800,600
10,300,200,800,600
11,480,240,800,600
12,520,80,800,600
13,640,240,800,600
14,500,20,800,600
15,780,460,800,600
16,480,300,800,600
17,680,560,800,600
18,60,340,800,600
19,600,580,800,600
20,620,260,800,600
21,700,140,800,600
22,20,500,800,600
23,40,500,800,600
24,660,80,800,600
25,40,220,800,600
26,420,300,800,600
27,100,540,800,600
28,480,580,800,600
29,700,420,800,600
30,0,0,800,600
31,540,320,800,600
32,420,280,800,600
33,200,380,800,600
34,360,540,800,600
35,0,520,800,600
36,760,600,800,600
37,400,140,800,600
38,240,0,800,600
39,460,200,800,600
40,800,540,800,600
41,680,500,800,600
42,440,360,800,600
43,200,400,800,600
44,680,160,800,600
45,620,520,800,600
46,440,440,800,600
47,800,260,800,600
48,100,360,800,600
49,60,20,800,600
50,160,540,800,600
51,520,160,800,600
52,440,120,800,600
53,300,220,800,600
54,180,120,800,600
55,0,100,800,600
56,760,520,800,600
57,680,520,800,600
58,320,100,800,600
59,520,220,800,600
60,660,360,800,600
61,320,460,800,600
62,420,0,800,600
63,720,340,800,600
64,520,500,800,600
65,420,120,800,600
66,480,600,800,600
67,260,520,800,600
68,20,300,800,600
69,440,520,800,600
70,360,380,800,600
71,660,140,800,600
72,560,260,800,600
73,800,420,800,600
74,20,220,800,600
75,280,380,800,600
76,280,220,800,600
77,600,440,800,600
78,200,60,800,600
79,300,0,800,600
80,600,0,800,600
81,320,220,800,600
82,800,0,800,600
83,220,260,800,600
84,240,120,800,600
85,560,60,800,600
86,560,460,800,600
87,420,20,800,600
88,540,100,800,600
89,200,220,800,600
90,680,260,800,600
91,720,120,800,600
92,20,440,800,600
93,760,540,800,600
94,640,520,800,600
95,480,200,800,600
96,420,60,800,600
97,80,0,800,600
98,760,120,800,600
99,180,400,800,600
100,40,40,800,600
101,140,120,800,600
102,740,300,800,600
103,0,540,800,600
104,20,540,800,600
105,240,240,800,600
106,800,520,800,600
107,160,440,800,600
108,660,480,800,600
109,740,360,800,600
110,120,340,800,600
111,0,320,800,600
112,620,600,800,600
113,440,300,800,600
114,260,320,800,600
115,60,480,800,600
116,280,420,800,600
117,200,520,800,600
118,220,280,800,600
119,640,220,800,600
120,660,420,800,600
121,260,500,800,600
122,0,80,800,600
123,460,320,800,600
124,560,80,800,600
125,120,0,800,600
126,700,580,800,600
127,360,160,800,600
128,120,260,800,600
129,640,500,800,600
130,60,500,800,600
131,220,500,800,600
132,20,560,800,600
133,260,240,800,600
134,680,480,800,600
135,640,100,800,600
136,60,400,800,600
137,740,440,800,600
138,360,280,800,600
139,740,320,800,600
140,580,60,800,600
141,800,500,800,600
142,160,300,800,600
143,140,480,800,600
144,580,440,800,600
145,80,520,800,600
