0,420,440,600,600
1,80,340,600,600
2,0,240,600,600
3,340,440,600,600
4,120,200,600,600
5,340,180,600,600
6,300,600,600,600
7,300,160,600,600
8,580,280,600,600
9,360,560,600,600
10,200,0,600,600
11,180,20,600,600
12,360,440,600,600
13,360,500,600,600
14,360,420,600,600
15,400,100,600,600
16,340,420,600,600
17,140,420,600,600
18,100,300,600,600
19,0,300,600,600
20,500,340,600,600
21,340,100,600,600
22,240,480,600,600
23,340,560,600,600
24,540,560,600,600
25,120,420,600,600
26,20,580,600,600
27,100,500,600,600
28,540,400,600,600
29,300,260,600,600
30,560,580,600,600
31,20,100,600,600
32,540,160,600,600
33,20,360,600,600
34,60,420,600,600
35,100,600,600,600
36,560,140,600,600
37,400,600,600,600
38,500,400,600,600
39,480,560,600,600
40,440,460,600,600
41,300,340,600,600
42,80,280,600,600
43,240,580,600,600
44,380,500,600,600
45,360,320,600,600
46,280,160,600,600
47,160,540,600,600
48,40,100,600,600
49,380,540,600,600
50,360,180,600,600
51,300,580,600,600
52,460,540,600,600
53,60,280,600,600
54,440,40,600,600
55,540,320,600,600
56,520,580,600,600
57,600,20,600,600
58,460,220,600,600
59,440,540,600,600
60,340,580,600,600
61,420,540,600,600
62,600,0,600,600
63,40,600,600,600
64,140,40,600,600
65,0,0,600,600
66,40,460,600,600
67,60,500,600,600
68,280,360,600,600
69,240,520,600,600
70,600,560,600,600
71,80,60,600,600
72,360,20,600,600
73,360,220,600,600
74,540,380,600,600
75,540,220,600,600
76,180,120,600,600
77,460,200,600,600
78,100,480,600,600
79,40,560,600,600
80,140,500,600,600
81,180,100,600,600
82,480,320,600,600
83,440,580,600,600
84,100,220,600,600
85,400,0,600,600
86,0,380,600,600
87,180,260,600,600
88,180,480,600,600
89,260,500,600,600
90,340,460,600,600
91,480,40,600,600
92,60,300,600,600
93,380,480,600,600
94,460,440,600,600
95,520,100,600,600
96,580,220,600,600
97,60,80,600,600
98,500,260,600,600
99,460,40,600,600
100,280,180,600,600
101,300,460,600,600
102,40,380,600,600
103,420,560,600,600
104,480,240,600,600
105,360,260,600,600
106,200,100,600,600
107,320,500,600,600
108,20,200,600,600
109,600,340,600,600
110,580,120,600,600
111,380,320,600,600
112,440,500,600,600
113,240,180,600,600
114,580,60,600,600
115,80,220,600,600
116,100,0,600,600
117,160,180,600,600
118,300,320,600,600
119,40,60,600,600
120,180,140,600,600
121,360,380,600,600
122,40,240,600,600
123,80,0,600,600
124,460,180,600,600
125,120,40,600,600
126,440,380,600,600
127,180,160,600,600
128,140,60,600,600
129,220,460,600,600
130,120,220,600,600
131,580,480,600,600
132,580,380,600,600
133,20,340,600,600
134,160,360,600,600
135,340,340,600,600
136,560,20,600,600
137,40,200,600,600
138,480,60,600,600
139,60,340,600,600
140,400,580,600,600
141,600,460,600,600
142,480,580,600,600
143,560,0,600,600
144,140,440,600,600
145,480,380,600,600
146,400,80,600,600
147,80,540,600,600
148,100,160,600,600
149,340,80,600,600
150,560,380,600,600
151,540,240,600,600
152,260,400,600,600
153,220,220,600,600
154,580,200,600,600
155,580,580,600,600
156,180,440,600,600
157,420,0,600,600
158,260,220,600,600
159,60,600,600,600
160,0,340,600,600
161,140,80,600,600
162,560,260,600,600
163,380,520,600,600
164,100,520,600,600
165,460,460,600,600
166,560,80,600,600
167,420,400,600,600
168,240,460,600,600
169,520,560,600,600
170,220,40,600,600
171,360,40,600,600
172,200,200,600,600
173,320,300,600,600
174,160,220,600,600
175,100,200,600,600
176,220,120,600,600
177,420,280,600,600
178,360,360,600,600
179,340,200,600,600
180,540,520,600,600
181,600,500,600,600
182,240,420,600,600
183,0,460,600,600
184,160,0,600,600
185,400,240,600,600
186,460,580,600,600
187,320,260,600,600
188,180,360,600,600
189,120,300,600,600
190,180,280,600,600
191,200,280,600,600
192,220,280,600,600
193,280,440,600,600
194,40,360,600,600
195,580,540,600,600
196,600,300,600,600
197,220,420,600,600
198,260,320,600,600
199,520,600,600,600
200,140,220,600,600
201,100,360,600,600
202,80,400,600,600
203,60,260,600,600
204,480,200,600,600
205,580,240,600,600
206,560,540,600,600
207,440,560,600,600
208,520,220,600,600
209,340,300,600,600
210,520,500,600,600
211,120,0,600,600
212,0,420,600,600
213,400,380,600,600
214,260,200,600,600
215,400,360,600,600
216,380,120,600,600
217,600,40,600,600
218,20,420,600,600
219,420,580,600,600
220,260,420,600,600
221,500,520,600,600
222,460,340,600,600
223,220,580,600,600
224,520,320,600,600
225,200,400,600,600
226,460,160,600,600
227,340,220,600,600
228,560,600,600,600
229,340,60,600,600
230,600,140,600,600
231,300,360,600,600
232,540,600,600,600
233,160,500,600,600
234,420,260,600,600
235,440,400,600,600
236,480,480,600,600
237,100,580,600,600
238,440,360,600,600
239,300,80,600,600
240,380,100,600,600
241,80,380,600,600
242,60,400,600,600
243,0,80,600,600
244,240,600,600,600
245,480,500,600,600
246,280,280,600,600
247,0,520,600,600
248,280,600,600,600
249,600,220,600,600
250,100,140,600,600
251,440,420,600,600
252,260,460,600,600
253,60,360,600,600
254,280,220,600,600
255,100,120,600,600
256,140,560,600,600
257,420,20,600,600
258,560,480,600,600
259,260,280,600,600
260,480,600,600,600
261,400,320,600,600
262,140,200,600,600
263,200,20,600,600
264,40,340,600,600
265,260,140,600,600
266,100,420,600,600
267,580,160,600,600
268,0,320,600,600
269,400,60,600,600
270,60,180,600,600
271,460,80,600,600
272,240,340,600,600
273,80,20,600,600
274,180,80,600,600
275,20,460,600,600
276,500,180,600,600
277,300,140,600,600
278,80,240,600,600
279,200,180,600,600
280,40,320,600,600
281,500,0,600,600
282,240,80,600,600
283,60,20,600,600
284,480,20,600,600
285,360,520,600,600
286,340,600,600,600
287,460,300,600,600
288,400,120,600,600
289,160,560,600,600
290,140,600,600,600
291,500,500,600,600
292,300,520,600,600
293,60,480,600,600
294,600,120,600,600
295,580,0,600,600
296,300,300,600,600
297,100,320,600,600
298,400,220,600,600
299,100,100,600,600
300,280,320,600,600
301,120,440,600,600
302,140,140,600,600
303,40,500,600,600
